SAMPLE_ALIAS	SET	BAM_START_DATE	BAM_END_DATE	PRO_REF_BASES_GT	PRO_ALT_BASES_GT	CON_REF_BASES_GT	CON_ALT_BASES_GT	ERROR_RATE_GT	ARTQSCORE_GT	PICARD_GIV_GT	GIV_GT_DEFAULT	GIV_GT_QUALITYSCORE20	PRO_REF_BASES_CT	PRO_ALT_BASES_CT	CON_REF_BASES_CT	CON_ALT_BASES_CT	ERROR_RATE_CT	ARTQSCORE_CT	PICARD_GIV_CT	GIV_CT_DEFAULT	GIV_CT_QUALITYSCORE20	PRO_REF_BASES_TA	PRO_ALT_BASES_TA	CON_REF_BASES_TA	CON_ALT_BASES_TA	ERROR_RATE_TA	ARTQSCORE_TA	PICARD_GIV_TA	GIV_TA_DEFAULT	GIV_TA_QUALITYSCORE20	PRO_REF_BASES_GC	PRO_ALT_BASES_GC	CON_REF_BASES_GC	CON_ALT_BASES_GC	ERROR_RATE_GC	ARTQSCORE_GC	PICARD_GIV_GC	GIV_GC_DEFAULT	GIV_GC_QUALITYSCORE20	PRO_REF_BASES_AC	PRO_ALT_BASES_AC	CON_REF_BASES_AC	CON_ALT_BASES_AC	ERROR_RATE_AC	ARTQSCORE_AC	PICARD_GIV_AC	GIV_AC_DEFAULT	GIV_AC_QUALITYSCORE20	PRO_REF_BASES_TC	PRO_ALT_BASES_TC	CON_REF_BASES_TC	CON_ALT_BASES_TC	ERROR_RATE_TC	ARTQSCORE_TC	PICARD_GIV_TC	GIV_TC_DEFAULT	GIV_TC_QUALITYSCORE20
TCGA-AB-2849-03B-01W-0728-08	LAML	23Sep2010	23Sep2010	1082105983	517532	1061393463	185988	1.546234e-04	38.107247	2.728521	2.497305	2.266261	1061393463	183811	1082105983	191537	-3.603755e-06	54.432447	0.978394	1.051949	0.999811	1124992464	230191	1134610763	70387	7.071274e-05	41.505023	3.297853	1.339797	2.787104	1082105983	91859	1061393463	60369	1.468989e-05	48.329816	1.492458	0.931018	1.075326	1134610763	157765	1124992464	166778	-3.988181e-06	53.992252	0.937948	0.953377	0.952614	1124992464	184400	1134610763	155489	1.279280e-05	48.930344	1.196043	0.914144	1.028671
TCGA-AB-2850-03B-01W-0728-08	LAML	29Jan2011	29Jan2011	982217162	580860	945333135	198104	1.984910e-04	37.022592	2.820914	2.443767	2.489154	945333135	215515	982217162	214666	4.403572e-07	63.561949	1.043116	1.093372	1.041172	1296514371	168414	1316231252	100682	2.592102e-05	45.863480	1.698080	1.058251	1.162259	982217162	86197	945333135	73728	6.468296e-06	51.892101	1.125208	0.987193	1.023084	1316231252	138521	1296514371	170203	-1.212451e-05	49.163359	0.801687	0.994147	0.985176	1296514371	216280	1316231252	231350	-5.766891e-06	52.390583	0.949086	0.987587	0.970589
TCGA-AB-2851-03B-01W-0728-08	LAML	05Aug2010	05Aug2010	1018892190	331266	1002285625	168422	8.054895e-05	40.939401	1.934519	1.767153	1.668543	1002285625	151056	1018892190	150767	1.429646e-07	68.447715	1.018515	1.045765	1.004957	1057201123	298771	1067057178	52900	1.157252e-04	39.365719	5.699171	1.464098	4.462877	1018892190	38591	1002285625	37480	5.496588e-07	62.599068	1.012860	0.968192	1.004690	1067057178	83449	1057201123	79860	1.689401e-06	57.722673	1.035287	0.965316	0.976819	1057201123	120712	1067057178	126167	-2.567657e-06	55.904630	0.965687	0.948156	1.009488
TCGA-AB-2854-03B-01W-0728-08	LAML	05Aug2010	05Aug2010	808615243	266744	799427186	156213	6.871830e-05	41.629276	1.687936	1.625391	1.507540	799427186	150715	808615243	155981	-3.274165e-06	54.848995	0.977349	1.034593	0.985024	921818250	325374	930167910	77296	1.339233e-04	38.731439	4.246437	1.260573	3.750089	808615243	40631	799427186	41880	-7.766809e-07	61.097573	0.959155	0.985930	1.000140	930167910	87834	921818250	87654	9.718374e-08	70.124064	0.993059	0.980175	0.978030	921818250	147645	930167910	153594	-3.211705e-06	54.932644	0.969980	0.979616	0.993154
TCGA-AB-2855-03B-01W-0728-08	LAML	05Aug2010	05Aug2010	990907238	318488	978026725	167495	7.666877e-05	41.153815	1.876479	1.719443	1.648498	978026725	151456	990907238	149724	8.795293e-07	60.557497	1.024886	1.032817	1.001157	1044603319	245400	1048945858	54504	9.116989e-05	40.401485	4.520312	1.491307	3.530549	990907238	38254	978026725	38500	-1.249358e-07	69.033130	0.980695	0.968572	1.002087	1048945858	79661	1044603319	78477	5.655041e-07	62.475643	1.010884	0.975869	0.963801	1044603319	124005	1048945858	129931	-2.830257e-06	55.481742	0.958364	0.939250	0.997477
TCGA-AB-2856-03A-01W-0726-08	LAML	01Mar2010	01Mar2010	1106071746	406554	1086236655	289203	5.351153e-05	42.715527	1.380424	1.599867	1.392473	1086236655	299844	1106071746	331309	-1.434832e-05	48.431989	0.921576	1.007414	0.996827	1435394109	294821	1446019615	245869	1.698570e-05	47.699167	1.207932	1.067635	1.116263	1106071746	111833	1086236655	115907	-1.858122e-06	57.309257	0.947554	0.971254	0.973488	1446019615	199601	1435394109	135693	2.217681e-05	46.541009	1.460103	1.034940	1.243218	1435394109	317902	1446019615	350216	-1.121203e-05	49.503156	0.914470	0.982981	0.968799
TCGA-AB-2857-03B-01W-0728-08	LAML	05Aug2010	05Aug2010	1057688956	368015	1040080572	193165	8.332814e-05	40.792083	1.873163	1.808457	1.712431	1040080572	193202	1057688956	194151	-4.523017e-07	63.445717	1.011957	1.031209	0.989230	1063347632	253422	1069883001	89765	7.670557e-05	41.151731	2.840084	1.570600	3.082109	1057688956	59319	1040080572	70855	-5.498833e-06	52.597295	0.823261	0.971503	0.959966	1069883001	101426	1063347632	134117	-1.532295e-05	48.146576	0.751654	0.954715	0.908511	1063347632	149849	1069883001	169185	-9.062831e-06	50.427361	0.891170	0.947819	0.984270
TCGA-AB-2859-03B-01W-0728-08	LAML	28Jul2010	28Jul2010	1014132264	263498	999185327	127053	6.775808e-05	41.690389	2.043084	1.645742	1.607455	999185327	196507	1014132264	200177	-1.822503e-06	57.393318	0.996352	1.031415	0.996504	1062009258	255234	1067624747	78096	8.316466e-05	40.800612	3.284940	1.348145	2.672749	1014132264	55684	999185327	55127	2.766426e-07	65.580810	0.995217	0.975831	0.996243	1067624747	67193	1062009258	74654	-3.503186e-06	54.555369	0.895331	0.971277	0.957709	1062009258	162958	1067624747	169141	-2.902863e-06	55.371734	0.968544	0.946933	0.996835
TCGA-AB-2860-03B-01W-0728-08	LAML	28Jul2010	28Jul2010	908150008	238920	896156697	121076	6.529959e-05	41.850895	1.946997	1.648080	1.609361	896156697	182490	908150008	184453	-1.087731e-06	59.634784	1.002598	1.030900	0.997812	968812183	286432	977333720	77289	1.074451e-04	39.688132	3.737775	1.379414	3.344838	908150008	50809	896156697	51465	-3.635539e-07	64.394311	0.974217	0.962282	0.990267	977333720	60180	968812183	64204	-2.067544e-06	56.845452	0.929156	0.980414	0.944688	968812183	153146	977333720	164204	-5.681073e-06	52.455696	0.940870	0.950177	0.986618
TCGA-AB-2861-03B-01W-0728-08	LAML	28Jul2010	28Jul2010	965179255	262241	948158350	117359	7.570711e-05	41.208633	2.194789	1.821660	1.730043	948158350	197339	965179255	198428	-5.690448e-07	62.448536	1.012362	1.054236	1.006137	1020917917	264904	1027744536	83708	8.843095e-05	40.533957	3.185214	1.363321	2.855748	965179255	56075	948158350	53834	1.171184e-06	59.313747	1.023258	0.958685	1.005268	1027744536	62225	1020917917	65973	-1.829372e-06	57.376980	0.936928	0.956716	0.934293	1020917917	162039	1027744536	168121	-2.968288e-06	55.274940	0.970273	0.931985	0.997745
TCGA-AB-2862-03B-01W-0728-08	LAML	28Jul2010	28Jul2010	993171320	291891	977386794	140960	7.657620e-05	41.159062	2.037521	1.717550	1.618822	977386794	237656	993171320	239795	-1.085216e-06	59.644837	1.007084	1.030913	1.012172	1049258086	282865	1059311645	101246	8.611805e-05	40.649058	2.820118	1.351128	2.425047	993171320	67472	977386794	67657	-9.387559e-08	70.274473	0.981417	0.974931	1.014606	1059311645	89858	1049258086	93657	-1.801538e-06	57.443565	0.950336	0.999810	0.987232	1049258086	193683	1059311645	201145	-3.538229e-06	54.512140	0.972134	0.958011	0.993432
TCGA-AB-2864-03B-01W-0728-08	LAML	04Aug2010	04Aug2010	1010297939	289003	993213045	136764	7.596996e-05	41.193581	2.077108	1.738634	1.718574	993213045	176509	1010297939	183798	-3.637459e-06	54.392019	0.976866	1.026510	0.994356	1059080957	267484	1067154125	68113	9.375235e-05	40.280178	3.956251	1.471442	3.342656	1010297939	54654	993213045	52866	8.923854e-07	60.494475	1.016338	0.965864	1.013381	1067154125	68499	1059080957	75844	-3.454228e-06	54.616490	0.896331	0.977929	0.942745	1059080957	153102	1067154125	160689	-3.567752e-06	54.476053	0.960053	0.940866	0.991245
TCGA-AB-2865-03B-01W-0728-08	LAML	14Oct2010	14Oct2010	1175080492	1182625	1143078229	222173	4.140658e-04	33.829306	5.173824	4.201279	4.420298	1143078229	257951	1175080492	240835	7.381858e-06	51.318343	1.101033	1.066546	1.071115	1529911286	184701	1556141002	108379	2.472892e-05	46.067948	1.733343	1.097896	1.190124	1175080492	89769	1143078229	80474	4.009353e-06	53.969257	1.085117	1.012531	1.041347	1556141002	109490	1529911286	118769	-3.006532e-06	55.219342	0.906341	0.937170	0.963204	1529911286	227049	1556141002	262895	-1.161364e-05	49.350315	0.878474	0.985661	0.971944
TCGA-AB-2866-03B-01W-0728-08	LAML	04Aug2010	04Aug2010	1027009214	302399	1007963393	148727	7.549878e-05	41.220601	1.995249	1.707851	1.687499	1007963393	184530	1027009214	182609	9.438228e-07	60.251095	1.029608	1.044662	1.012646	1061532806	242386	1069048445	70380	8.072011e-05	40.930183	3.467781	1.564696	3.088645	1027009214	56072	1007963393	58893	-1.386181e-06	58.581800	0.934447	0.958540	0.980368	1069048445	69736	1061532806	80975	-5.274713e-06	52.778011	0.855159	0.943971	0.925519	1061532806	154167	1069048445	164640	-4.914825e-06	53.084920	0.943026	0.938825	0.980839
TCGA-AB-2867-03B-01W-0728-08	LAML	04Aug2010	04Aug2010	1029314435	332047	1015805591	174132	7.719641e-05	41.124029	1.881559	1.712922	1.628616	1015805591	205555	1029314435	201810	1.830824e-06	57.373535	1.032096	1.035050	1.000659	1058474176	284787	1064743877	94772	8.947787e-05	40.482843	3.022225	1.400661	3.155494	1029314435	91045	1015805591	76112	7.301175e-06	51.366072	1.180483	0.979145	1.017164	1064743877	105732	1058474176	101357	2.060350e-06	56.860589	1.037018	0.986004	0.937482	1058474176	186311	1064743877	179789	3.071223e-06	55.126887	1.042407	0.950093	0.989251
TCGA-AB-2868-03B-01W-0728-08	LAML	31Jan2011	31Jan2011	826759650	240072	824742845	131595	6.566905e-05	41.826393	1.819636	1.797451	1.548080	824742845	167285	826759650	176910	-5.826812e-06	52.345690	0.947917	1.060392	0.977458	893095064	297826	896693579	77652	1.229910e-04	39.101268	3.849897	1.451450	3.895860	826759650	81765	824742845	101953	-1.222266e-05	49.128342	0.800051	0.951806	0.919873	896693579	123958	893095064	132374	-4.701558e-06	53.277582	0.932674	1.054453	1.082320	893095064	152885	896693579	198472	-2.546561e-05	45.940460	0.773453	0.930342	0.951643
TCGA-AB-2870-03A-01W-0732-08	LAML	14Aug2010	14Aug2010	1034546927	280320	1018838775	146428	6.519193e-05	41.858062	1.885081	1.796177	1.625579	1018838775	217039	1034546927	215001	9.922984e-07	60.033577	1.025038	1.034249	0.998264	1180809676	271948	1178758008	109320	6.891166e-05	41.617073	2.482969	1.433209	2.455263	1034546927	66955	1018838775	83443	-8.029077e-06	50.953344	0.790234	0.937860	0.934117	1178758008	119428	1180809676	104173	6.464555e-06	51.894614	1.148419	0.986219	1.076241	1180809676	179510	1178758008	210756	-1.324007e-05	48.781098	0.850286	0.910521	0.957468
TCGA-AB-2871-03A-01W-0732-08	LAML	14Aug2010	14Aug2010	1064937854	267379	1047476072	167625	4.721303e-05	43.259381	1.568804	1.701337	1.497634	1047476072	213741	1064937854	213820	-3.739041e-08	74.272398	1.016291	1.046045	1.010199	1215301937	306735	1213508521	97282	8.622252e-05	40.643793	3.147855	1.286085	2.719896	1064937854	60983	1047476072	69350	-3.960627e-06	54.022360	0.864940	0.934887	0.957567	1213508521	122485	1215301937	71041	2.117905e-05	46.740935	1.726620	1.008550	1.177869	1215301937	170891	1213508521	188611	-7.294673e-06	51.369942	0.904726	0.911733	0.971516
TCGA-AB-2872-03A-01W-0732-08	LAML	14Aug2010	14Aug2010	1031373016	246179	1014791639	127119	5.817630e-05	42.352539	1.905252	1.700955	1.590512	1014791639	182158	1031373016	184206	-1.000718e-06	59.996884	1.005039	1.052702	1.016466	1189447961	257701	1188986879	82989	7.344619e-05	41.340307	3.103583	1.238687	1.898221	1031373016	51600	1014791639	61909	-5.037927e-06	52.977481	0.820091	0.921263	0.943527	1188986879	83240	1189447961	77056	2.599854e-06	55.850510	1.080667	0.980108	1.000090	1189447961	159358	1188986879	176866	-7.360103e-06	51.331161	0.900674	0.876294	0.964815
TCGA-AB-2873-03A-01W-0732-08	LAML	14Aug2010	14Aug2010	1011273013	289718	994845412	138365	7.542960e-05	41.224582	2.059550	1.756911	1.694635	994845412	203496	1011273013	199475	2.003966e-06	56.981097	1.036996	1.048053	1.001649	1174665268	262390	1174832156	114289	6.302508e-05	42.004866	2.295883	1.409555	2.424069	1011273013	59311	994845412	65496	-3.082876e-06	55.110439	0.890863	0.926547	0.951090	1174832156	120467	1174665268	97444	9.798208e-06	50.088533	1.236069	0.981486	1.038749	1174665268	165452	1174832156	181665	-6.899605e-06	51.611757	0.910895	0.924445	0.979226
TCGA-AB-2874-03A-01W-0732-08	LAML	09Aug2010	09Aug2010	1057453586	361197	1039693477	185570	8.372385e-05	40.771508	1.913417	1.856521	1.747922	1039693477	189228	1057453586	198778	-4.552963e-06	53.417059	0.968224	1.016811	1.005230	1216252686	306794	1216303449	94521	8.724896e-05	40.592398	3.245345	1.507591	3.253486	1057453586	71807	1039693477	62922	4.236436e-06	53.729994	1.122032	0.994818	0.969859	1216303449	155470	1216252686	111550	1.805310e-05	47.434482	1.393616	1.024814	0.988713	1216252686	170566	1216303449	166784	1.554528e-06	58.084016	1.022716	0.937874	0.986417
TCGA-AB-2875-03A-01W-0732-08	LAML	09Aug2010	09Aug2010	1101555943	316015	1081365684	149656	7.619308e-05	41.180845	2.072598	1.840184	1.723463	1081365684	178576	1101555943	179221	-2.954271e-07	65.295496	1.015002	1.051913	1.001055	1232220766	278820	1231530939	77634	8.164658e-05	40.880620	3.588871	1.414745	3.291144	1101555943	64028	1081365684	49745	6.542725e-06	51.842413	1.263518	0.954174	1.053619	1231530939	83932	1232220766	73060	4.412501e-06	53.553152	1.149443	1.003345	1.016182	1232220766	157290	1231530939	152771	1.833964e-06	57.366092	1.029000	0.915762	0.997931
TCGA-AB-2876-03A-01W-0732-08	LAML	09Aug2010	09Aug2010	1047567789	300983	1024634444	140712	7.732684e-05	41.116698	2.091860	1.849476	1.767445	1024634444	165756	1047567789	165438	1.534354e-07	68.140744	1.024343	1.048646	1.011790	1226208545	283836	1226510385	72565	8.612495e-05	40.648710	3.911761	1.402926	3.531430	1047567789	41615	1024634444	43674	-9.935880e-07	60.027937	0.931998	0.944245	0.960865	1226510385	66085	1226208545	73321	-2.950028e-06	55.301739	0.901094	0.961590	0.940889	1226208545	139056	1226510385	151009	-4.872791e-06	53.122222	0.921081	0.902827	0.973043
TCGA-AB-2877-03A-01W-0732-08	LAML	09Aug2010	09Aug2010	1088420434	321249	1070614187	153327	7.775934e-05	41.092475	2.060599	1.877800	1.722802	1070614187	170064	1088420434	169652	1.907960e-07	67.194307	1.019098	1.041760	1.015534	1256909912	234647	1256233336	72987	6.431795e-05	41.916678	3.212771	1.434581	2.808437	1088420434	46792	1070614187	44331	1.139813e-06	59.431663	1.038245	0.962566	0.988069	1256233336	73977	1256909912	75243	-5.037217e-07	62.978093	0.983705	0.980627	0.984223	1256909912	146739	1256233336	153963	-2.874144e-06	55.414915	0.952572	0.915562	0.989438
TCGA-AB-2878-03A-01W-0732-08	LAML	11Aug2010	11Aug2010	1024185464	436585	1004968485	141466	1.453980e-04	38.374415	3.027378	1.844263	1.882171	1004968485	234233	1024185464	204201	1.479706e-05	48.298246	1.168966	1.056614	1.026168	1176569701	278458	1177546522	103708	7.421963e-05	41.294812	2.686849	1.414366	2.885334	1024185464	50936	1004968485	53117	-1.074777e-06	59.686816	0.940950	0.961714	0.976059	1177546522	73659	1176569701	93439	-8.401708e-06	50.756324	0.787670	0.969950	0.879728	1176569701	189125	1177546522	169589	8.297391e-06	50.810584	1.116103	0.951156	1.012835
TCGA-AB-2879-03A-01W-0732-08	LAML	11Aug2010	11Aug2010	993155018	358193	985710483	227626	6.596121e-05	41.807114	1.561605	2.044594	2.303570	985710483	212135	993155018	231870	-9.970649e-06	50.012766	0.921814	1.021176	1.014182	1159230944	237674	1164010440	119768	5.074284e-05	42.946252	1.992432	1.459939	1.712114	993155018	84281	985710483	81614	1.347629e-06	58.704297	1.024935	0.967961	0.943125	1164010440	297562	1159230944	123082	7.508837e-05	41.244273	2.407305	0.874167	1.096443	1159230944	187966	1164010440	205745	-7.651374e-06	51.162606	0.917367	0.941434	0.968138
TCGA-AB-2880-03A-01W-0732-08	LAML	08Jul2010	08Jul2010	1206908395	352219	1187082385	129881	9.285467e-05	40.321962	2.666825	1.662025	1.766964	1187082385	238443	1206908395	234615	1.598688e-06	57.962364	1.033283	1.053045	1.012044	1379368400	288194	1372897054	114084	6.325137e-05	41.989301	2.513988	1.309016	2.465114	1206908395	61688	1187082385	70430	-3.651442e-06	54.375356	0.861496	0.937741	0.956465	1372897054	56412	1379368400	93760	-1.356917e-05	48.674467	0.604516	0.941637	0.910255	1379368400	196921	1372897054	217899	-7.620936e-06	51.179917	0.899501	0.934832	0.967379
TCGA-AB-2881-03A-01W-0732-08	LAML	08Jul2010	08Jul2010	1254667131	284427	1228727879	137329	5.922257e-05	42.275128	2.028084	1.659519	1.636066	1228727879	232146	1254667131	235266	-1.256108e-06	59.009729	1.007568	1.041129	1.012637	1465339568	290716	1454799959	103113	6.423587e-05	41.922224	2.798757	1.292065	2.458646	1254667131	65291	1228727879	61302	1.606187e-06	57.942039	1.043050	0.954373	0.983005	1454799959	56074	1465339568	50601	1.874157e-06	57.271940	1.116184	0.970324	1.015196	1465339568	207019	1454799959	211997	-1.704468e-06	57.684110	0.969499	0.931834	0.969034
TCGA-AB-2882-03A-01W-0761-09	LAML	08Jul2010	08Jul2010	1308769249	322426	1344606950	247474	2.824172e-05	45.491089	1.338461	1.442233	1.475438	1344606950	360413	1308769249	345434	5.643759e-06	52.484315	1.015550	0.987379	1.001293	1612430447	348665	1589144160	303758	1.402368e-05	48.531381	1.131233	1.073296	1.162184	1308769249	112305	1344606950	161579	-1.856839e-05	47.312258	0.714104	1.032035	0.937509	1589144160	185855	1612430447	237869	-1.624423e-05	47.893008	0.792807	1.027728	0.966492	1612430447	346669	1589144160	423256	-2.391592e-05	46.213130	0.807266	0.992405	0.954570
TCGA-AB-2883-03A-01W-0732-08	LAML	08Jul2010	08Jul2010	1209726980	344523	1202982528	177533	6.919767e-05	41.599085	1.929530	1.757317	1.596748	1202982528	286521	1209726980	281831	1.943415e-06	57.114345	1.022336	1.031281	1.005350	1301119891	338295	1304065019	133933	7.843012e-05	41.055171	2.531172	1.348172	2.695986	1209726980	89733	1202982528	102248	-5.186702e-06	52.851087	0.872718	0.959136	0.975510	1304065019	98460	1301119891	123516	-9.616924e-06	50.169638	0.795359	0.999886	0.970079	1301119891	208241	1304065019	235745	-1.055561e-05	49.765167	0.885349	0.950272	0.982606
TCGA-AB-2884-03A-01W-0732-08	LAML	08Jul2010	08Jul2010	1246354005	299970	1230417694	559153	-1.046092e-04	39.804301	0.529726	1.671919	1.364309	1230417694	238932	1246354005	255084	-6.520092e-06	51.857463	0.948821	1.038716	1.009397	1372873385	298877	1370779769	104470	7.084657e-05	41.496812	2.856121	1.252524	2.414336	1246354005	83245	1230417694	67152	6.497176e-06	51.872753	1.223785	0.976200	1.019695	1370779769	160982	1372873385	75439	3.117582e-05	45.061822	2.137062	0.975706	1.167646	1372873385	206777	1370779769	198095	3.163927e-06	54.997735	1.042229	0.954871	0.991774
TCGA-AB-2885-03A-01W-0732-08	LAML	08Jul2010	08Jul2010	997401176	426437	986074255	487576	-3.080998e-05	45.113086	0.864732	0.858408	0.941631	986074255	242999	997401176	411109	-8.472733e-05	40.719765	0.597970	0.816418	0.785232	1127339730	487487	1125186184	126757	1.601010e-04	37.956059	3.837265	3.831134	4.217576	997401176	54506	986074255	64303	-4.939014e-06	53.063597	0.838026	0.881146	0.891924	1125186184	64681	1127339730	71393	-2.979586e-06	55.258441	0.907724	0.939768	0.938579	1127339730	137874	1125186184	147379	-4.219173e-06	53.747727	0.933727	0.947645	0.952114
TCGA-AB-2886-03A-01W-0732-08	LAML	25Jul2010	25Jul2010	1127749527	281504	1107663718	137139	6.456881e-05	41.899772	2.015878	1.630065	1.663103	1107663718	179459	1127749527	186934	-3.343353e-06	54.758178	0.977425	1.028456	0.998972	1332715718	261897	1326242554	77222	6.944503e-05	41.583588	3.374542	1.305729	2.667075	1127749527	58133	1107663718	47955	4.552857e-06	53.417160	1.190640	0.978028	1.043235	1326242554	69182	1332715718	64801	1.647555e-06	57.831602	1.072814	0.977687	1.001832	1332715718	175783	1326242554	161359	5.423993e-06	52.656809	1.084088	0.968313	1.006764
TCGA-AB-2887-03A-01W-0732-08	LAML	25Jul2010	25Jul2010	1133831878	338650	1121476754	143899	8.633379e-05	40.638192	2.327346	1.774063	2.313697	1121476754	177475	1133831878	183485	-2.664397e-06	55.744010	0.977905	1.023947	0.950635	1368366574	169673	1369538036	81186	3.231628e-05	44.905786	2.091583	1.162580	1.862141	1133831878	51170	1121476754	45910	2.332175e-06	56.322389	1.102422	0.975559	1.103624	1369538036	82322	1368366574	138231	-2.041872e-05	46.899716	0.595054	0.757247	0.425770	1368366574	171141	1369538036	163493	2.793036e-06	55.539235	1.047669	0.944477	1.050143
TCGA-AB-2888-03A-01W-0732-08	LAML	25Jul2010	25Jul2010	1153148781	316154	1139546723	143439	7.531763e-05	41.231034	2.177779	1.815604	1.782092	1139546723	186778	1153148781	191102	-1.885679e-06	57.245323	0.989041	1.025956	0.994298	1388319869	171930	1389368421	86012	3.092860e-05	45.096397	2.000293	1.214928	1.748752	1153148781	48947	1139546723	44641	1.878062e-06	57.262901	1.083522	0.982495	1.031535	1389368421	55572	1388319869	56502	-3.347973e-07	64.752181	0.982799	0.972067	0.999157	1388319869	173497	1389368421	165556	2.858503e-06	55.438613	1.048751	0.968909	1.011471
TCGA-AB-2889-03A-01W-0732-08	LAML	25Jul2010	25Jul2010	1065417418	300748	1050180792	253474	2.233960e-05	46.509246	1.169488	1.639819	1.571851	1050180792	173542	1065417418	166487	3.334218e-06	54.770060	1.057490	1.045755	1.022427	1317583319	167566	1306417428	87409	3.054466e-05	45.150647	1.900673	1.121670	1.738482	1065417418	60797	1050180792	65450	-2.199247e-06	56.577261	0.915628	0.958630	0.962692	1306417428	119721	1317583319	105635	5.367678e-06	52.702136	1.143020	1.020939	1.077634	1317583319	177761	1306417428	181130	-1.283742e-06	58.915223	0.973087	0.940846	0.988931
TCGA-AB-2890-03A-01W-0732-08	LAML	09Jul2010	09Jul2010	1049509479	458052	1029286294	238721	1.054733e-04	39.768573	1.881418	1.556564	2.240596	1029286294	173908	1049509479	181833	-3.811651e-06	54.188869	0.975212	1.014159	0.865017	1282850303	237397	1288458552	79185	6.152218e-05	42.109683	3.010739	1.048528	2.609143	1049509479	48967	1029286294	44762	2.022715e-06	56.940654	1.072859	0.983671	1.236952	1288458552	118421	1282850303	895260	-3.019991e-04	35.199944	0.131780	0.659943	0.369629	1282850303	158179	1288458552	157193	3.834153e-07	64.163306	1.010670	0.884902	1.098011
