SAMPLE_ALIAS	SET	BAM_START_DATE	BAM_END_DATE	PRO_REF_BASES_GT	PRO_ALT_BASES_GT	CON_REF_BASES_GT	CON_ALT_BASES_GT	ERROR_RATE_GT	ARTQSCORE_GT	PICARD_GIV_GT	GIV_GT_DEFAULT	GIV_GT_QUALITYSCORE20	PRO_REF_BASES_CT	PRO_ALT_BASES_CT	CON_REF_BASES_CT	CON_ALT_BASES_CT	ERROR_RATE_CT	ARTQSCORE_CT	PICARD_GIV_CT	GIV_CT_DEFAULT	GIV_CT_QUALITYSCORE20	PRO_REF_BASES_TA	PRO_ALT_BASES_TA	CON_REF_BASES_TA	CON_ALT_BASES_TA	ERROR_RATE_TA	ARTQSCORE_TA	PICARD_GIV_TA	GIV_TA_DEFAULT	GIV_TA_QUALITYSCORE20	PRO_REF_BASES_GC	PRO_ALT_BASES_GC	CON_REF_BASES_GC	CON_ALT_BASES_GC	ERROR_RATE_GC	ARTQSCORE_GC	PICARD_GIV_GC	GIV_GC_DEFAULT	GIV_GC_QUALITYSCORE20	PRO_REF_BASES_AC	PRO_ALT_BASES_AC	CON_REF_BASES_AC	CON_ALT_BASES_AC	ERROR_RATE_AC	ARTQSCORE_AC	PICARD_GIV_AC	GIV_AC_DEFAULT	GIV_AC_QUALITYSCORE20	PRO_REF_BASES_TC	PRO_ALT_BASES_TC	CON_REF_BASES_TC	CON_ALT_BASES_TC	ERROR_RATE_TC	ARTQSCORE_TC	PICARD_GIV_TC	GIV_TC_DEFAULT	GIV_TC_QUALITYSCORE20
TCGA-91-6829-01A-21D-1855-08	LUAD	22Aug2011	25Aug2011	1066233169	826305	1059118261	151194	3.175007e-04	34.982553	5.425299	3.942883	4.115061	1059118261	203593	1066233169	174214	1.382067e-05	48.594709	1.176454	1.041003	1.068945	1184943381	103139	1182607840	67722	1.495826e-05	48.251190	1.519929	1.224477	1.179969	1066233169	62276	1059118261	59445	1.331939e-06	58.755158	1.040631	0.984819	1.027529	1182607840	80519	1184943381	62206	7.734530e-06	51.115661	1.296929	0.914986	1.040352	1184943381	137059	1182607840	135565	6.309591e-07	61.999988	1.009027	0.979417	0.994360
TCGA-91-6830-01A-11D-1945-08	LUAD	23Nov2011	02Dec2011	824930205	1973655	822666412	145140	1.108382e-03	29.553105	13.530987	5.790694	10.637702	822666412	269379	824930205	164073	6.389811e-05	41.945120	1.646130	1.329308	1.232558	885578680	95342	876127536	65191	1.711310e-05	47.666713	1.446846	0.944449	1.197171	824930205	77041	822666412	56904	1.222105e-05	49.128914	1.350129	1.093550	1.163878	876127536	47937	885578680	62322	-8.164869e-06	50.880508	0.777492	0.906876	0.915409	885578680	134609	876127536	119076	8.815751e-06	50.547407	1.118364	0.961957	1.016694
TCGA-91-6831-01A-11D-1855-08	LUAD	22Aug2011	25Aug2011	1095949192	816766	1091007036	153704	3.030549e-04	35.184786	5.286731	4.037033	3.909386	1091007036	221939	1095949192	178245	1.997571e-05	46.994977	1.250724	1.091400	1.085433	1221858853	105602	1217488005	65750	1.633601e-05	47.868539	1.600317	1.181123	1.219983	1095949192	70731	1091007036	64506	2.846246e-06	55.457276	1.091552	1.017164	1.050683	1217488005	81631	1221858853	63961	7.243310e-06	51.400629	1.280825	0.937929	1.043910	1221858853	139466	1217488005	139545	-3.238201e-08	74.896961	0.995859	0.951891	0.988692
TCGA-91-6835-01A-11D-1855-08	LUAD	22Aug2011	25Aug2011	1086007951	928655	1079531682	138286	3.647958e-04	34.379502	6.670571	4.458695	4.461402	1079531682	225076	1086007951	166579	2.700778e-05	45.685111	1.359198	1.111530	1.106400	1216711878	94594	1211127081	66296	1.165486e-05	49.334929	1.420261	1.132620	1.175151	1086007951	75008	1079531682	60354	6.766482e-06	51.696371	1.235373	1.046377	1.073478	1211127081	82294	1216711878	63596	7.701037e-06	51.134508	1.299959	0.942475	1.039053	1216711878	140498	1211127081	140479	7.824984e-09	81.065165	0.995545	0.941962	0.986823
TCGA-91-6836-01A-21D-1855-08	LUAD	22Aug2011	25Aug2011	925731403	3430798	925862081	209834	1.736150e-03	27.604129	16.295679	6.297666	15.096780	925862081	376171	925731403	210808	8.928018e-05	40.492450	1.783854	1.393942	1.337693	1087493611	136547	1082526471	66508	3.227272e-05	44.911645	2.043583	1.052093	1.344311	925731403	102123	925862081	66288	1.935184e-05	47.132777	1.540753	1.180735	1.242298	1082526471	68529	1087493611	54167	6.617998e-06	51.792734	1.270931	0.949505	1.051268	1087493611	141643	1082526471	128757	5.937454e-06	52.263997	1.095043	1.016148	1.024724
TCGA-91-6840-01A-11D-1945-08	LUAD	23Nov2011	02Dec2011	761240473	2203006	762116171	152710	1.343829e-03	28.716561	14.403880	6.043633	12.477234	762116171	280818	761240473	162724	7.749966e-05	41.107002	1.723482	1.368457	1.289278	828351464	99523	818205883	63125	2.210333e-05	46.555422	1.557225	0.954374	1.177757	761240473	89723	762116171	56879	2.155821e-05	46.663873	1.579183	1.219360	1.278356	818205883	44714	828351464	58018	-8.079385e-06	50.926217	0.780260	0.899884	0.922629	828351464	129143	818205883	111377	1.078821e-05	49.670506	1.145288	1.046355	1.027835
TCGA-91-6847-01A-11D-1945-08	LUAD	23Nov2011	02Dec2011	1133421661	3172586	1133900934	236321	1.293092e-03	28.883705	13.395880	6.119232	11.664823	1133900934	382770	1133421661	236201	6.462644e-05	41.895897	1.619632	1.334342	1.244301	1265726131	155247	1255117771	90932	2.551079e-05	45.932761	1.692893	0.944061	1.232717	1133421661	136194	1133900934	86024	2.212525e-05	46.551118	1.583809	1.188331	1.275777	1255117771	63561	1265726131	83149	-7.769962e-06	51.095811	0.770895	0.912024	0.919168	1265726131	180713	1255117771	161221	7.731283e-06	51.117485	1.111492	1.008771	1.016884
TCGA-91-6848-01A-11D-1945-08	LUAD	23Nov2011	02Dec2011	840876056	2403295	841773909	166862	1.327087e-03	28.771007	14.380027	6.168469	12.299942	841773909	298551	840876056	174408	7.375754e-05	41.321936	1.709719	1.383853	1.276506	907450351	105504	899397645	68346	2.056312e-05	46.869111	1.529915	0.950449	1.186275	840876056	102710	841773909	63264	2.344047e-05	46.300336	1.625171	1.211022	1.280115	899397645	50245	907450351	63541	-7.358208e-06	51.332280	0.797841	0.917182	0.911814	907450351	136533	899397645	122418	7.810827e-06	51.073030	1.105389	1.006304	1.018342
TCGA-91-6849-01A-11D-1945-08	LUAD	28Nov2011	02Dec2011	1071236179	2872757	1074305232	188737	1.249193e-03	29.033704	15.226409	5.353293	11.521507	1074305232	336009	1071236179	205949	6.060342e-05	42.175028	1.626659	1.231972	1.200092	1205424318	127541	1195017163	82689	1.868326e-05	47.285473	1.529045	1.007794	1.211713	1071236179	113552	1074305232	72719	1.902991e-05	47.205633	1.565931	1.158864	1.223084	1195017163	58279	1205424318	76238	-7.481121e-06	51.260333	0.771104	0.895826	0.912593	1205424318	164838	1195017163	150237	6.081833e-06	52.159655	1.087702	1.015722	1.014577
TCGA-91-7771-01A-11D-2167-08	LUAD	01Aug2012	01Aug2012	1219064295	455009	1218631557	289226	6.798732e-05	41.675721	1.572423	2.283175	2.305886	1218631557	284197	1219064295	327348	-1.769711e-05	47.520976	0.868519	1.040549	1.035163	1315045742	194836	1316424932	122914	2.732818e-05	45.633892	1.586716	1.139159	1.189979	1219064295	141724	1218631557	66278	3.094708e-05	45.093804	2.137435	1.116933	1.118448	1316424932	112053	1315045742	109756	8.728223e-07	60.590741	1.019857	1.018488	1.011681	1315045742	226023	1316424932	177506	1.843439e-05	47.343712	1.274614	0.992046	0.990778
TCGA-91-8496-01A-11D-2393-08	LUAD	16Nov2012	17Nov2012	1150228127	163590	1147972648	147873	6.837901e-06	51.650772	1.104103	1.248061	1.258291	1147972648	159172	1150228127	182874	-1.031175e-05	49.866676	0.872119	1.015911	1.004153	1235814485	125521	1226450473	78406	1.913324e-05	47.182116	1.588720	1.063815	1.094956	1150228127	46444	1147972648	47012	-2.471398e-07	66.070573	0.985981	1.001271	0.993428	1226450473	58232	1235814485	41141	6.940890e-06	51.585848	1.426212	1.011900	1.028018	1235814485	117657	1226450473	117949	-1.185787e-07	69.259935	0.989967	0.969487	0.983649
TCGA-91-8497-01A-11D-2393-08	LUAD	03Aug2013	05Aug2013	1182141090	427605	1176266222	175448	1.068910e-04	39.710588	2.424590	2.330308	2.357382	1176266222	307575	1182141090	274434	1.404881e-05	48.523604	1.126326	1.090474	1.095997	1247398138	147145	1234527974	106415	1.640897e-05	47.849188	1.368437	1.034136	1.042027	1182141090	80130	1176266222	63322	7.126410e-06	51.471292	1.259131	1.082205	1.091674	1234527974	41496	1247398138	42072	-2.320700e-07	66.343810	0.996592	0.985852	0.932240	1247398138	206071	1234527974	211419	-2.154416e-06	56.666705	0.964653	0.964157	0.981381
TCGA-91-8499-01A-11D-2393-08	LUAD	16Nov2012	17Nov2012	1105616059	175852	1101722275	141940	1.536109e-05	48.135780	1.234517	1.193739	1.196991	1101722275	149862	1105616059	160357	-4.753927e-06	53.229475	0.937864	1.020398	1.009005	1197258675	103666	1190717280	73351	1.269391e-05	48.964046	1.405530	1.083839	1.133706	1105616059	53452	1101722275	53170	1.277495e-07	68.936408	1.001763	0.943083	0.974650	1190717280	62495	1197258675	45496	7.118259e-06	51.476262	1.381164	0.960148	1.025205	1197258675	115984	1190717280	114792	4.991193e-07	63.017957	1.004863	0.936212	0.979082
TCGA-91-A4BC-01A-11D-A24D-08	LUAD	04Feb2013	16Feb2013	894996665	108955	891862184	94362	8.165916e-06	50.879951	1.150587	1.280205	1.257241	891862184	155029	894996665	218203	-3.534740e-05	44.516426	0.713027	0.945525	0.932103	1005600683	87147	997450445	52305	1.739325e-05	47.596192	1.652571	1.082738	1.110929	894996665	34507	891862184	39394	-2.734854e-06	55.630659	0.872883	0.999877	0.971752	997450445	22170	1005600683	22488	-1.587543e-07	67.992746	0.993915	0.996511	1.016513	1005600683	87203	997450445	100819	-6.796992e-06	51.676833	0.857948	0.967110	0.962756
TCGA-91-A4BD-01A-11D-A24D-08	LUAD	16Feb2013	26Feb2013	894287159	136558	887271064	115925	1.157979e-05	49.362992	1.168718	1.200168	1.222769	887271064	208252	894287159	288012	-4.475733e-05	43.491358	0.728848	0.955890	0.920770	832473543	103977	825377504	74648	1.768907e-05	47.522950	1.380977	1.076258	1.069731	894287159	59073	887271064	53614	3.063978e-06	55.137144	1.093170	1.011999	0.998939	825377504	41225	832473543	39051	1.311273e-06	58.823070	1.064744	0.949279	0.991981	832473543	127730	825377504	117176	6.365132e-06	51.961926	1.080765	0.985703	0.993672
TCGA-93-7347-01A-11D-2184-08	LUAD	26Jul2012	27Jul2012	1233562420	650134	1231824499	232893	1.691790e-04	37.716536	2.786682	3.630399	3.357366	1231824499	289191	1233562420	295768	-2.667103e-06	55.739603	0.979147	1.031010	1.027097	1286344340	180318	1295364406	118349	2.400032e-05	46.197830	1.534221	1.204275	1.260996	1233562420	58735	1231824499	44424	5.804525e-06	52.362333	1.320268	1.124634	1.105368	1295364406	35082	1286344340	28918	2.387507e-06	56.220554	1.204701	1.022055	1.025823	1286344340	86770	1295364406	98737	-4.634969e-06	53.339532	0.884969	0.993277	0.986308
TCGA-93-7348-01A-21D-2036-08	LUAD	10Feb2012	10Feb2012	997497361	464690	989523954	146090	1.602912e-04	37.950902	3.154418	2.928228	2.936498	989523954	209960	997497361	171704	1.924924e-05	47.155864	1.232606	1.113452	1.115920	1016985880	113067	1003239320	60884	2.582806e-05	45.879081	1.831894	1.211497	1.274649	997497361	40686	989523954	56339	-7.877236e-06	51.036261	0.716403	0.954898	0.916378	1003239320	37902	1016985880	52987	-7.466653e-06	51.268740	0.725119	0.897703	0.888238	1016985880	107659	1003239320	126580	-9.364702e-06	50.285061	0.839042	0.956555	0.954405
TCGA-93-8067-01A-11D-2284-08	LUAD	05Jun2014	08Jun2014	1284899530	379500	1283647276	178360	7.829187e-05	41.062834	2.125313	1.998963	1.874508	1283647276	255440	1284899530	333065	-3.021445e-05	45.197854	0.767732	0.950203	0.927544	1388948843	133315	1375274276	86650	1.688043e-05	47.726164	1.523348	1.175822	1.212971	1284899530	74703	1283647276	67141	2.943915e-06	55.310748	1.111538	1.029290	1.026711	1375274276	60803	1388948843	60982	-6.475314e-08	71.887392	1.006978	0.974399	0.991649	1388948843	126163	1375274276	143338	-6.212713e-06	52.067187	0.871524	0.960977	0.961421
TCGA-93-A4JN-01A-11D-A24P-08	LUAD	27Mar2013	04Apr2013	1063157078	159135	1059891652	137878	1.001109e-05	49.995187	1.150605	1.362862	1.350607	1059891652	222650	1063157078	209553	6.167703e-06	52.098765	1.065759	1.044601	1.051727	1148789173	110507	1142830064	112954	-1.067700e-06	59.715508	0.973264	0.789933	0.827283	1063157078	59924	1059891652	47256	5.966590e-06	52.242738	1.264162	1.080205	1.067866	1142830064	49305	1148789173	40433	3.871347e-06	54.121379	1.225773	0.990469	1.016642	1148789173	182040	1142830064	156227	1.126243e-05	49.483681	1.159158	1.038111	1.030320
TCGA-93-A4JO-01A-21D-A24P-08	LUAD	27Mar2013	04Apr2013	1277059450	207331	1273456047	183943	9.168504e-06	50.377015	1.123948	1.292858	1.311468	1273456047	282389	1277059450	271403	4.306429e-06	53.658827	1.043413	1.047055	1.050348	1436615259	161594	1430963737	159468	7.413090e-07	61.300008	1.009344	0.842857	0.845359	1277059450	69710	1273456047	55140	5.712291e-06	52.431897	1.260655	1.069926	1.067521	1430963737	60825	1436615259	48431	4.321948e-06	53.643204	1.260860	0.992760	1.014510	1436615259	222099	1430963737	191399	1.070435e-05	49.704396	1.155809	1.031764	1.027388
TCGA-93-A4JP-01A-11D-A24P-08	LUAD	27Mar2013	04Apr2013	1089816429	153706	1087068450	130494	1.066155e-05	49.721796	1.174883	1.309336	1.297017	1087068450	224730	1089816429	206047	8.580749e-06	50.664748	1.093411	1.046387	1.055472	1183525700	104149	1177246315	111671	-3.185955e-06	54.967604	0.927700	0.798754	0.816278	1089816429	59783	1087068450	47836	5.487846e-06	52.605981	1.246584	1.083990	1.062063	1177246315	51053	1183525700	42969	3.424167e-06	54.654450	1.194465	0.979240	1.014045	1183525700	189873	1177246315	163920	1.099179e-05	49.589316	1.152157	1.038988	1.025002
TCGA-93-A4JQ-01A-11D-A24P-08	LUAD	27Mar2013	04Apr2013	1025104834	151906	1021121934	125873	1.272071e-05	48.954885	1.202101	1.357590	1.338599	1021121934	217060	1025104834	196474	1.005844e-05	49.974696	1.109063	1.057302	1.063403	1123863940	102934	1119056119	109526	-2.938747e-06	55.318377	0.935799	0.785988	0.824133	1025104834	58086	1021121934	45540	6.130975e-06	52.124705	1.270523	1.076033	1.065795	1119056119	47300	1123863940	39834	3.328567e-06	54.777427	1.192521	0.982531	1.012803	1123863940	179202	1119056119	152359	1.196611e-05	49.220469	1.171124	1.043605	1.033694
TCGA-95-7039-01A-11D-1945-08	LUAD	28Nov2011	02Dec2011	790345101	562461	788088038	121050	2.795303e-04	35.535711	4.630665	3.479178	3.660778	788088038	176656	790345101	145694	1.961165e-05	47.074859	1.215938	1.083027	1.089516	837602449	86388	829040487	61644	1.484529e-05	48.284112	1.387037	1.123772	1.153981	790345101	48286	788088038	49030	-4.713245e-07	63.266800	0.982014	0.979566	1.015341	829040487	46093	837602449	59601	-8.104401e-06	50.912791	0.781359	0.919975	0.924124	837602449	123155	829040487	112227	6.555967e-06	51.833632	1.086144	0.986636	1.015151
TCGA-95-7043-01A-11D-1945-08	LUAD	28Nov2011	02Dec2011	752759289	1038085	751043048	132128	6.019758e-04	32.204210	7.829331	4.869732	6.157813	751043048	202585	752759289	146960	3.698097e-05	44.320217	1.381552	1.227154	1.125423	806247941	89292	798380793	62366	1.677862e-05	47.752438	1.417725	0.909954	1.154074	752759289	54328	751043048	49937	2.919729e-06	55.346574	1.085444	1.019511	1.041039	798380793	45578	806247941	58311	-7.934655e-06	51.004719	0.789351	0.962827	0.914460	806247941	124945	798380793	111731	8.233712e-06	50.844043	1.107338	0.937020	1.017201
TCGA-95-7562-01A-11D-2238-08	LUAD	13Aug2012	13Aug2012	1199540534	462206	1198656728	242467	9.159983e-05	40.381054	1.904510	2.250839	2.192998	1198656728	318387	1199540534	313299	2.121035e-06	56.734522	1.016985	1.024951	1.026718	1238982891	200736	1242907386	161647	1.574739e-05	48.027914	1.245711	1.115670	1.139065	1199540534	76759	1198656728	63528	5.516738e-06	52.583176	1.207367	1.081712	1.084989	1242907386	41144	1238982891	43253	-8.497266e-07	60.707208	0.948239	1.000262	1.009789	1238982891	114343	1242907386	122456	-3.268568e-06	54.856425	0.936711	0.989637	0.992944
TCGA-95-7567-01A-11D-2063-08	LUAD	08Jan2013	08Jan2013	871041952	144990	871602457	112241	1.878993e-05	47.260748	1.292556	1.312976	1.307614	871602457	162527	871041952	234858	-4.149700e-05	43.819833	0.691635	0.922834	0.903940	983182325	88634	974816380	56798	1.625825e-05	47.889262	1.547185	1.102298	1.152232	871041952	33420	871602457	37830	-2.530533e-06	55.967879	0.883999	1.005325	0.989228	974816380	26833	983182325	26704	6.588180e-08	71.812346	1.013454	1.005482	1.022161	983182325	91319	974816380	106384	-7.693304e-06	51.138871	0.851100	0.976101	0.968217
TCGA-95-7944-01A-11D-2184-08	LUAD	26Jul2012	27Jul2012	1280453995	509516	1277857485	198354	1.215942e-04	39.150870	2.562890	2.792511	2.651446	1277857485	273505	1280453995	263823	3.783733e-06	54.220795	1.038797	1.038799	1.027690	1363748418	143758	1368902917	101280	1.554322e-05	48.084591	1.424732	1.202311	1.233726	1280453995	64942	1277857485	48139	6.567714e-06	51.825858	1.346299	1.119123	1.098261	1368902917	36960	1363748418	30846	2.237332e-06	56.502696	1.193693	1.012380	1.038172	1363748418	94696	1368902917	107003	-4.503352e-06	53.464641	0.888337	0.989585	0.982389
TCGA-95-7947-01A-11D-2184-08	LUAD	26Jul2012	27Jul2012	1173006167	612279	1171941380	235687	1.605391e-04	37.944191	2.594657	3.520500	3.243646	1171941380	269837	1173006167	282004	-5.187381e-06	52.850518	0.957734	1.050566	1.030459	1203055066	163503	1207302113	92950	2.926765e-05	45.336121	1.765148	1.183865	1.272101	1173006167	74941	1171941380	52342	9.636793e-06	50.160675	1.430429	1.177285	1.166528	1207302113	33637	1203055066	28004	2.336938e-06	56.313528	1.196919	1.005838	1.016746	1203055066	85309	1207302113	96475	-4.632159e-06	53.342165	0.887390	0.982552	0.987302
TCGA-95-7948-01A-11D-2184-08	LUAD	26Jul2012	27Jul2012	1228844742	504699	1226959270	246094	1.052714e-04	39.776895	2.047261	2.560258	2.549202	1226959270	302103	1228844742	308948	-2.786581e-06	55.549283	0.979352	1.039310	1.033520	1303334173	198999	1310160785	134968	2.449701e-05	46.108869	1.482065	1.157166	1.218990	1228844742	62426	1226959270	47889	5.919180e-06	52.277384	1.301541	1.108244	1.113684	1310160785	36328	1303334173	30142	2.366885e-06	56.258228	1.198943	1.014989	1.039762	1303334173	88013	1310160785	99956	-4.569414e-06	53.401395	0.885137	0.983598	0.981094
TCGA-95-8039-01A-11D-2238-08	LUAD	13Aug2012	13Aug2012	1196972562	519722	1194220139	255422	1.104948e-04	39.566582	2.029632	2.435378	2.445190	1194220139	339673	1196972562	334436	2.189503e-06	56.596544	1.017995	1.026929	1.027795	1284745802	227935	1295065061	188111	1.543430e-05	48.115130	1.221398	1.109858	1.133401	1196972562	77752	1194220139	61294	6.882358e-06	51.622628	1.265575	1.109494	1.112471	1295065061	42958	1284745802	45047	-8.097217e-07	60.916642	0.946029	0.978448	1.008557	1284745802	116630	1295065061	124820	-3.174354e-06	54.983446	0.941896	0.980026	0.993989
TCGA-95-8494-01A-11D-2323-08	LUAD	03Aug2013	05Aug2013	1167860775	363639	1162836109	174707	8.104373e-05	40.912806	2.072133	2.057910	2.083789	1162836109	290642	1167860775	267759	9.815742e-06	50.080769	1.090129	1.080964	1.092510	1247781823	146765	1236300780	104129	1.716195e-05	47.654334	1.396438	0.997015	1.010089	1167860775	76432	1162836109	61231	6.521698e-06	51.856393	1.242870	1.086314	1.088864	1236300780	37871	1247781823	41849	-1.601345e-06	57.955152	0.913350	0.975707	0.922567	1247781823	196887	1236300780	195556	5.357269e-07	62.710566	0.997543	0.972809	0.988152
TCGA-95-A4VK-01A-11D-A25L-08	LUAD	06Apr2013	17Apr2013	1185789863	166694	1184778188	149850	7.104521e-06	51.484652	1.111441	1.184067	1.181243	1184778188	187731	1185789863	209338	-9.113167e-06	50.403307	0.897566	0.981748	0.986131	1347381098	146881	1338340840	120357	9.874947e-06	50.054652	1.212166	1.029162	1.030772	1185789863	62203	1184778188	57926	1.804117e-06	57.437352	1.072916	1.047882	1.037752	1338340840	38618	1347381098	38178	1.638246e-07	67.856208	1.018357	0.993402	1.011056	1347381098	163345	1338340840	155973	2.744559e-06	55.615274	1.040233	1.007224	1.004407
TCGA-95-A4VN-01A-11D-A25L-08	LUAD	06Apr2013	17Apr2013	1180768191	170698	1179422213	155918	6.261340e-06	52.033327	1.093532	1.173812	1.173674	1179422213	186344	1180768191	211308	-1.057533e-05	49.757060	0.882885	0.979372	0.986374	1353397168	151851	1343542943	119853	1.186336e-05	49.257922	1.257723	1.040086	1.043671	1180768191	62076	1179422213	57952	1.747228e-06	57.576505	1.069938	1.039455	1.035499	1343542943	38562	1353397168	37738	3.055228e-07	65.149564	1.029329	1.009870	1.023866	1353397168	162709	1343542943	156487	2.306786e-06	56.369927	1.032186	1.009495	1.003883
TCGA-95-A4VP-01A-21D-A25L-08	LUAD	06Apr2013	17Apr2013	1230227058	170224	1228715466	147298	9.322316e-06	50.304762	1.154202	1.171534	1.183903	1228715466	193436	1230227058	215294	-8.887710e-06	50.512101	0.899595	0.981975	0.985911	1384748283	147620	1374749344	122648	9.048587e-06	50.434192	1.194895	1.045647	1.050406	1230227058	64104	1228715466	59135	2.020686e-06	56.945011	1.082692	1.037495	1.026547	1374749344	39742	1384748283	38917	2.989589e-07	65.243885	1.028626	0.999054	0.996842	1384748283	170014	1374749344	163885	2.220788e-06	56.534930	1.029904	1.006497	0.998331
TCGA-97-7546-01A-11D-2036-08	LUAD	10Feb2012	10Feb2012	1032762183	398966	1025260033	127559	1.318439e-04	38.799401	3.104165	2.567764	2.525642	1025260033	199415	1032762183	165565	1.644491e-05	47.839684	1.213223	1.077741	1.073155	1067072885	98878	1053572531	64627	1.614997e-05	47.918283	1.510575	1.187943	1.221394	1032762183	43363	1025260033	58591	-7.398970e-06	51.308287	0.734732	0.960178	0.945291	1053572531	40829	1067072885	56104	-7.202667e-06	51.425067	0.737073	0.872781	0.884504	1067072885	116110	1053572531	135456	-9.121612e-06	50.399284	0.846351	0.946884	0.955196
TCGA-97-7547-01A-11D-2036-08	LUAD	02Feb2012	09Feb2012	875756049	826459	865361636	152381	3.869349e-04	34.123621	5.355152	4.939496	5.401917	865361636	200993	875756049	169291	1.820397e-05	47.398338	1.201478	1.136405	1.146157	895028990	111361	887554919	51422	3.362171e-05	44.733801	2.147402	1.156504	1.236336	875756049	46344	865361636	45214	6.489743e-07	61.877725	1.012826	0.998958	1.015263	887554919	42069	895028990	40970	6.164920e-07	62.100725	1.035470	1.013971	1.038862	895028990	96704	887554919	97301	-3.348707e-07	64.751229	0.985567	0.956515	0.975732
TCGA-97-7552-01A-11D-2036-08	LUAD	02Feb2012	09Feb2012	905843390	1576901	898188282	152564	7.887738e-04	31.030475	10.232577	6.488307	9.251009	898188282	259942	905843390	168518	5.066557e-05	42.952871	1.555504	1.362730	1.237536	936183253	105418	926884459	52574	2.836157e-05	45.472698	1.985108	1.004731	1.260726	905843390	53142	898188282	46643	3.602287e-06	54.434216	1.129699	1.030525	1.040478	926884459	42633	936183253	42506	6.816403e-08	71.664448	1.013049	1.059852	1.023465	936183253	103726	926884459	103143	3.128900e-07	65.046083	0.995664	0.884816	0.980466
TCGA-97-7553-01A-21D-2036-08	LUAD	02Feb2012	10Feb2012	733018226	861925	729410240	129012	5.008223e-04	33.003164	6.641450	5.058368	6.045341	729410240	164378	733018226	129843	2.361008e-05	46.269025	1.272176	1.111634	1.121519	800762474	93183	794660922	50413	2.680552e-05	45.717758	1.834211	1.123289	1.245088	733018226	62460	729410240	55688	4.630280e-06	53.343928	1.116076	1.035921	1.052577	794660922	50626	800762474	47383	2.032564e-06	56.919557	1.076641	1.011901	1.032553	800762474	98929	794660922	100724	-1.124952e-06	59.488658	0.974698	0.968570	0.985404
TCGA-97-7554-01A-11D-2036-08	LUAD	10Feb2012	10Feb2012	1078438471	913077	1069906989	180047	3.410332e-04	34.672033	5.027797	4.848014	4.723021	1069906989	240106	1078438471	191842	2.246114e-05	46.485681	1.261504	1.161395	1.131147	1099405047	130222	1084987260	66336	2.924395e-05	45.339640	1.937212	1.109956	1.272599	1078438471	59151	1069906989	67876	-4.061025e-06	53.913644	0.864570	1.004744	0.979795	1084987260	40936	1099405047	56886	-7.301475e-06	51.365894	0.729187	0.913216	0.899679	1099405047	118389	1084987260	138001	-8.977187e-06	50.468597	0.846651	0.931353	0.964147
TCGA-97-7937-01A-11D-2167-08	LUAD	01Aug2012	01Aug2012	960584229	363645	957420346	293628	3.649262e-05	44.377949	1.234287	1.976260	2.013185	957420346	302689	960584229	349177	-2.422946e-05	46.156564	0.869770	1.021550	1.026781	997222514	224765	1008220951	169669	2.746782e-05	45.611758	1.339260	1.147864	1.192687	960584229	104979	957420346	50275	2.851900e-05	45.448657	2.081100	1.106888	1.079062	1008220951	85249	997222514	84354	4.462476e-07	63.504241	0.999586	1.009748	1.028754	997222514	166729	1008220951	131756	1.743644e-05	47.585422	1.279348	1.011777	1.003833
TCGA-97-7938-01A-11D-2167-08	LUAD	01Aug2012	01Aug2012	1045589602	394933	1044040304	272774	5.844096e-05	42.332827	1.445526	2.062972	2.136037	1044040304	282888	1045589602	321587	-1.851419e-05	47.324952	0.881000	1.039956	1.036084	1040351281	182270	1045991112	129619	2.523226e-05	45.980439	1.413749	1.102885	1.159076	1045589602	121627	1044040304	59571	2.969455e-05	45.273233	2.038569	1.065948	1.063862	1045991112	96316	1040351281	93947	1.135376e-06	59.448601	1.019687	0.974083	0.993833	1040351281	188514	1045991112	152299	1.735529e-05	47.605680	1.244455	0.984152	0.991455
TCGA-97-7941-01A-11D-2184-08	LUAD	26Jul2012	27Jul2012	1172868436	564644	1170217421	260594	1.297191e-04	38.869961	2.161301	3.205223	3.009097	1170217421	318961	1172868436	325072	-2.607382e-06	55.837953	0.983428	1.043431	1.043884	1201926414	209280	1212470934	142989	2.745254e-05	45.614175	1.476366	1.229043	1.271763	1172868436	61383	1170217421	46987	6.143750e-06	52.115665	1.303414	1.130448	1.121741	1212470934	34468	1201926414	28636	2.415446e-06	56.170026	1.193186	0.994254	1.025797	1201926414	81625	1212470934	93675	-4.990531e-06	53.018532	0.879016	0.989234	0.983438
TCGA-97-8171-01A-11D-2284-08	LUAD	27Jan2013	31Jan2013	1154593798	155255	1154056979	129860	1.099857e-05	49.586637	1.194975	1.256028	1.274027	1154056979	212600	1154593798	298680	-3.727759e-05	44.285522	0.712183	0.933012	0.919976	1334952462	116511	1324727610	74983	1.561278e-05	48.065197	1.541884	1.077918	1.101676	1154593798	43874	1154056979	46365	-1.078943e-06	59.670015	0.945836	1.015171	0.997883	1324727610	35866	1334952462	30570	1.991167e-06	57.008923	1.182292	1.007563	1.040768	1334952462	119865	1324727610	131904	-4.526056e-06	53.442801	0.901778	0.976714	0.968425
